sim_time,supervisor_event,Plant.Temperature,Plant.Temperature_heater,Controller.heater_ctrl,Supervisor.temperature_desired,Supervisor.heating_time
0.0,True,21.0,21.0,True,25.0,15.0
0.5,False,21.0,21.0,True,25.0,15.0
1.0,False,21.0,21.0,True,25.0,15.0
1.5,False,21.0,21.0,True,25.0,15.0
2.0,False,21.0,21.028366088867188,True,25.0,15.0
2.5,False,21.00008773803711,21.05666160583496,True,25.0,15.0
3.0,False,21.00026512145996,21.084884643554688,True,25.0,15.0
3.5,False,21.000530242919922,21.113035202026367,True,25.0,15.0
4.0,False,21.00088119506836,21.141117095947266,True,25.0,15.0
4.5,False,21.001317977905273,21.169126510620117,True,25.0,15.0
5.0,False,21.001840591430664,21.197067260742188,True,25.0,15.0
5.5,False,21.00244903564453,21.224937438964844,True,25.0,15.0
6.0,False,21.003141403198242,21.25274085998535,True,25.0,15.0
6.5,False,21.003917694091797,21.280473709106445,True,25.0,15.0
7.0,False,21.004777908325195,21.308137893676758,True,25.0,15.0
7.5,False,21.005720138549805,21.33573341369629,True,25.0,15.0
8.0,False,21.006746292114258,21.363262176513672,True,25.0,15.0
8.5,False,21.00785255432129,21.390724182128906,True,25.0,15.0
9.0,False,21.00904083251953,21.41811752319336,True,25.0,15.0
9.5,False,21.01030921936035,21.445446014404297,True,25.0,15.0
